bank_id,course_family,course_profile,unit,section,destination,destination_group,destination_slot,retrieval_role,dok,learning_target,i_can,framework_alignment,item_type,answer_type,figure_files,source_basis,notes
U1-S4-PS2-Q18,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q18,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",continuity_justification,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q19,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q19,current-section,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_critique,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q20,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q20,current-section,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",multipart_piecewise,exact_and_classification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q01,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q01,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,definition,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q02,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q02,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",continuity_check,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q03,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q03,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,classification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q04,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q04,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",graph_constructed,classification_and_evidence,u1_s4_ps3_q04_jump_graph.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q05,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q05,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_parameter,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q06,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q06,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_parameter,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q07,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q07,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q08,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q08,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",error_analysis,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q09,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q09,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,condition,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q10,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q10,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",concept_constructed,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q11,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q11,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",multiple_choice,choice,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q12,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q12,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",endpoint_continuity,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q13,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q13,current-section,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_reasoning,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q14,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q14,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",algebra_continuity,classification_and_exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q15,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q15,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,exact_and_reason,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS3-Q16,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_3,practice,Q16,current-section,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",representation_synthesis,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
